SEQPRODUTO;DESCCOMPLETA;EMB;CODACESSO;COMPRADOR
33069;CAR BOV TEMP RECH GOLD MEAT LAGA KG;1 - KG;9126;PERECIVEIS 3
51764;CAR BOV VILHENA COSTELA C/O TEMP KG;1 - KG;106;PERECIVEIS 3
51744;CAR BOV VILHENA COSTELA S/O RECH KG;1 - KG;105;PERECIVEIS 3
51786;CAR BOV VILHENA CUPIM TEMP KG;1 - KG;110;PERECIVEIS 3
51784;CAR BOV VILHENA LAGARTO RECHEADO KG;1 - KG;107;PERECIVEIS 3
51785;CAR BOV VILHENA LAGARTO TEMP KG;1 - KG;108;PERECIVEIS 3
51788;CAR BOV VILHENA PICANHA FATIADA KG;1 - KG;113;PERECIVEIS 3
51787;CAR BOV VILHENA PICANHA TEMP KG;1 - KG;111;PERECIVEIS 3
1068138;CAR CORD CONG PIF PAF CARRE KG;1 - KG;10681380001;PERECIVEIS 6
1068138;CAR CORD CONG PIF PAF CARRE KG;1 - KG;6520;PERECIVEIS 6
1067659;CAR CORD CONG PIF PAF KG PALETA;1 - KG;10676590001;PERECIVEIS 6
1067659;CAR CORD CONG PIF PAF KG PALETA;1 - KG;6506;PERECIVEIS 6
70550;CAR CORD CONG T SAVANA COSTELA KG;1 - KG;1735;PERECIVEIS 6
70549;CAR CORD CONG T SAVANA PALETA KG;1 - KG;1734;PERECIVEIS 6
70548;CAR CORD CONG T SAVANA PERNIL KG;1 - KG;1733;PERECIVEIS 6
1109028;CAR CORDEIRO CONG BLACK OPAL COST T C/OSSO KG;1 - KG;7240;PERECIVEIS 3
1109025;CAR CORDEIRO CONG BLACK OPAL PALETA T C/OSSO KG;1 - KG;7260;PERECIVEIS 3
1109002;CAR CORDEIRO CONG BLACK OPAL PERNIL T C/OSSO KG;1 - KG;7235;PERECIVEIS 3
1061774;CAR CORDEIRO CONG CARRE IMP KG;1 - KG;6291;PERECIVEIS 3
1059955;CAR CORDEIRO CONG CARRE KG;1 - KG;6237;PERECIVEIS 3
63737;CAR CORDEIRO CONG COSTELA CX KG;1 - KG;1008;PERECIVEIS 3
46569;CAR CORDEIRO CONG COSTELA KG;1 - KG;7365;PERECIVEIS 3
46569;CAR CORDEIRO CONG COSTELA KG;20 - CX;465690020;PERECIVEIS 3
63736;CAR CORDEIRO CONG PALETA CX KG;1 - KG;1006;PERECIVEIS 3
1061775;CAR CORDEIRO CONG PALETA IMP KG;1 - KG;6292;PERECIVEIS 3
9908;CAR CORDEIRO CONG PALETA KG;1 - KG;692;PERECIVEIS 3
51964;CAR CORDEIRO CONG PERNIL KG;1 - KG;124;PERECIVEIS 3
63819;CAR COZ AVE BATAVO PERU CHARMANT CX KG;1 - KG;1062;PERECIVEIS 5
8394;CAR COZ AVE BATAVO PERU CHARMANT FT;1 - KG;3397;PERECIVEIS 5
3440;CAR COZ AVE BATAVO PERU CHARMANT KG;1 - KG;1243;PERECIVEIS 5
8395;CAR COZ AVE BATAVO PERU CHARMANT MO;1 - KG;3480;PERECIVEIS 5
8396;CAR COZ AVE BATAVO PERU CHARMANT PD;1 - KG;3576;PERECIVEIS 5
63931;CAR COZ AVE PERDIGAO CHESTER CX KG;1 - KG;1159;PERECIVEIS 5
8408;CAR COZ AVE PERDIGAO CHESTER FT;1 - KG;174;PERECIVEIS 1
3449;CAR COZ AVE PERDIGAO CHESTER LANCHE KG;1 - KG;173;PERECIVEIS 1
8410;CAR COZ AVE PERDIGAO CHESTER MO;1 - KG;3479;PERECIVEIS 1
8413;CAR COZ AVE PERDIGAO CHESTER PA;1 - KG;3861;PERECIVEIS 1
8412;CAR COZ AVE PERDIGAO CHESTER PD;1 - KG;3574;PERECIVEIS 1
63946;CAR COZ AVE REZENDE PEITO PERU CX;1 - KG;1183;PERECIVEIS 1
9202;CAR COZ AVE REZENDE PEITO PERU FT;1 - KG;4402;PERECIVEIS 7
9198;CAR COZ AVE REZENDE PEITO PERU KG;1 - KG;4401;PERECIVEIS 7
9204;CAR COZ AVE REZENDE PEITO PERU PA;1 - KG;4406;PERECIVEIS 7
9786;CAR COZ AVE REZENDE PEITO PERU PD;1 - KG;4404;PERECIVEIS 7
1058218;CAR COZ AVE SADIA PEITO FRANGO FT;1 - KG;6205;PERECIVEIS 1
1042725;CAR COZ AVE SADIA PEITO FRANGO KG;1 - KG;5776;PERECIVEIS 1
1058268;CAR COZ AVE SADIA PEITO FRANGO PD;1 - KG;6206;PERECIVEIS 1
8580;CAR COZ AVE SADIA PERU BLANQUET FT;1 - KG;1232;PERECIVEIS 1
3758;CAR COZ AVE SADIA PERU BLANQUET KG;1 - KG;1231;PERECIVEIS 1
8582;CAR COZ AVE SADIA PERU BLANQUET PA;1 - KG;3701;PERECIVEIS 1
63915;CAR COZ AVE SEARA FINESSE CX;1 - KG;1146;PERECIVEIS 7
8567;CAR COZ AVE SEARA FINESSE PA;1 - KG;3864;PERECIVEIS 7
51944;CAR DE CORDEIRO KG;1 - KG;122;PERECIVEIS 3
79426;CAR FGO COZ DEF COPACOL ROULE KG;1 - KG;2850;PERECIVEIS 6
96135;CAR FGO DEF AURORA POULET PD;1 - KG;3883;PERECIVEIS 1
1071121;CAR FGO DEF RICA CURADO PEITO KG;1 - KG;6672;PERECIVEIS 5
1071086;CAR FGO DEF RICA PEITO KG;1 - KG;6669;PERECIVEIS 6
1048604;CAR OVINO CONG FLAVOR CARRE FRENCH;1 - KG;5720;PERECIVEIS 6
1048597;CAR OVINO CONG FLAVOR CARRE LARGO;1 - KG;5716;PERECIVEIS 6
1048603;CAR OVINO CONG FLAVOR PALETA C/O KG;1 - KG;5719;PERECIVEIS 6
1048592;CAR OVINO CONG FLAVOR PERNIL C/O;1 - KG;5713;PERECIVEIS 6
1048596;CAR OVINO CONG FLAVOR PESCOCO C/O;1 - KG;5714;PERECIVEIS 6
67814;CAR SU CONG ALCATRA SAUDALI KG;1 - KG;1505;PERECIVEIS 6
1128473;CAR SU CONG ALEGRA COSTELA KG;1 - KG;11284730001;PERECIVEIS 5
1096208;CAR SU CONG ALEGRA COSTELA KG;1 - KG;7041;PERECIVEIS 5
1128473;CAR SU CONG ALEGRA COSTELA KG;1 - KG;7577;PERECIVEIS 5
1128473;CAR SU CONG ALEGRA COSTELA KG;10 - CX;11284730010;PERECIVEIS 5
1096209;CAR SU CONG ALEGRA COSTELA RIPA KG;1 - KG;7043;PERECIVEIS 5
1111903;CAR SU CONG ALEGRA COSTELINHA FC;1 - KG;5272;PERECIVEIS 5
1065350;CAR SU CONG ALEGRA COSTELINHA KG;1 - KG;6409;PERECIVEIS 5
1042983;CAR SU CONG ALEGRA FILE MIGNON KG;1 - KG;5544;PERECIVEIS 5
1066151;CAR SU CONG ALEGRA LOMBO KG;1 - KG;6431;PERECIVEIS 5
1043016;CAR SU CONG ALEGRA LOMBO KG CORTE;1 - KG;5546;PERECIVEIS 5
63269;CAR SU CONG ASS SEARA LOMBO CX;1 - KG;813;PERECIVEIS 7
4283;CAR SU CONG ASS SEARA LOMBO RECH KG;1 - KG;586;PERECIVEIS 7
63270;CAR SU CONG ASS SEARA PERNIL CX;1 - KG;816;PERECIVEIS SAZONAL
10803;CAR SU CONG ASS SEARA PERNIL KG;1 - KG;4270;PERECIVEIS SAZONAL
1076339;CAR SU CONG AURORA BISTECA KG;1 - KG;1761;PERECIVEIS 1
1076339;CAR SU CONG AURORA BISTECA KG;8 - CX;10763390008;PERECIVEIS 1
75709;CAR SU CONG AURORA BISTECA KG FLOW;1 - KG;2508;PERECIVEIS 6
63895;CAR SU CONG AURORA COSTELA CX KG;1 - KG;1114;PERECIVEIS 1
26349;CAR SU CONG AURORA COSTELA KG;1 - KG;8198;PERECIVEIS 1
988718;CAR SU CONG AURORA FILEZINH RECH KG;1 - KG;4925;PERECIVEIS 1
1055729;CAR SU CONG AURORA FILEZINHO KG;1 - KG;6107;PERECIVEIS 1
63277;CAR SU CONG AURORA LOMBO CX KG;1 - KG;830;PERECIVEIS 1
21811;CAR SU CONG AURORA LOMBO KG;1 - KG;6620;PERECIVEIS 1
988725;CAR SU CONG AURORA LOMBO RECH C/FAROFA KG;1 - KG;4926;PERECIVEIS SAZONAL
1023518;CAR SU CONG AURORA PANCETA RECH KG;1 - KG;5153;PERECIVEIS 1
1070401;CAR SU CONG AURORA PERNIL C/O C/PELE KG;1 - KG;10704010001;PERECIVEIS SAZONAL
1070401;CAR SU CONG AURORA PERNIL C/O C/PELE KG;1 - KG;6629;PERECIVEIS SAZONAL
1288;CAR SU CONG AURORA PERNIL KG;1 - KG;460;PERECIVEIS SAZONAL
1022863;CAR SU CONG AURORA PERNIL PORCIONAD KG;1 - KG;5136;PERECIVEIS SAZONAL
74088;CAR SU CONG AURORA RECORTES COST KG;1 - KG;2294;PERECIVEIS 1
1023519;CAR SU CONG AURORA SOBREPALETA RECH FORNO FACIL KG;1 - KG;5154;PERECIVEIS 1
1109846;CAR SU CONG BARRIGA KG;1 - KG;7138;PERECIVEIS 3
3705;CAR SU CONG BISTECA C/OSSO KG;1 - KG;3620;PERECIVEIS 6
1096954;CAR SU CONG BIZINELLI COSTELA KG;1 - KG;10969540001;PERECIVEIS 6
1096954;CAR SU CONG BIZINELLI COSTELA KG;1 - KG;7026;PERECIVEIS 6
1130179;CAR SU CONG BOUA COPA LOMBO S/O KG SOBREPALETA;1 - KG;7554;PERECIVEIS 3
1130199;CAR SU CONG BOUA COST C/FRALDINHA C/O KG;1 - KG;7555;PERECIVEIS 6
1130189;CAR SU CONG BOUA FILE MIGNON S/O KG;1 - KG;7552;PERECIVEIS 5
1130192;CAR SU CONG BOUA PICANHA S/O FAT KG;1 - KG;7553;PERECIVEIS 3
1109838;CAR SU CONG COPA LOMBO S/O KG;1 - KG;7144;PERECIVEIS 3
100925;CAR SU CONG COSTELA GRILL PALMALI C/O KG;1 - KG;4423;PERECIVEIS 5
68446;CAR SU CONG COSTELA SAUDALI CX KG;1 - KG;1582;PERECIVEIS 6
67813;CAR SU CONG COSTELA SAUDALI KG;1 - KG;1504;PERECIVEIS 6
1109844;CAR SU CONG COSTELINHA S/O KG;1 - KG;7145;PERECIVEIS 3
1043826;CAR SU CONG DALIA CARRE KG;1 - KG;5559;PERECIVEIS 6
1044045;CAR SU CONG DALIA COSTELA KG;1 - KG;5564;PERECIVEIS 6
1044270;CAR SU CONG DALIA PERNIL C/O KG;1 - KG;5569;PERECIVEIS 6
1044047;CAR SU CONG DALIA SOBREPALETA KG;1 - KG;5566;PERECIVEIS 6
97272;CAR SU CONG EXCELENCIA COSTELA KG;1 - KG;4012;PERECIVEIS 5
97254;CAR SU CONG EXCELENCIA FILE KG;1 - KG;4025;PERECIVEIS 5
1109827;CAR SU CONG FILEZINHO S/O KG;1 - KG;7143;PERECIVEIS 3
1083917;CAR SU CONG FRIGOLEST LOMBO KG;1 - KG;6898;PERECIVEIS 5
1083912;CAR SU CONG FRIGOLEST PERNIL S O KG;1 - KG;6909;PERECIVEIS 5
1083631;CAR SU CONG FRIGOLESTE COPA LOMBO KG;1 - KG;6921;PERECIVEIS 5
1083918;CAR SU CONG FRIGOLESTE PALETA KG;1 - KG;6926;PERECIVEIS 5
1046651;CAR SU CONG FRIMESA ALCATRA KG;1 - KG;5655;PERECIVEIS 5
88577;CAR SU CONG FRIMESA BARRIGA C/P KG;1 - KG;3146;PERECIVEIS 5
1041902;CAR SU CONG FRIMESA BISTECA KG;1 - KG;10419020001;PERECIVEIS 5
1041902;CAR SU CONG FRIMESA BISTECA KG;1 - KG;5499;PERECIVEIS 5
88574;CAR SU CONG FRIMESA CARRE KG;1 - KG;3141;PERECIVEIS 5
88576;CAR SU CONG FRIMESA COPA LOMBO KG;1 - KG;3143;PERECIVEIS 5
76792;CAR SU CONG FRIMESA COSTELA KG;1 - KG;2641;PERECIVEIS 5
76792;CAR SU CONG FRIMESA COSTELA KG;18 - CX;767920018;PERECIVEIS 5
1061866;CAR SU CONG FRIMESA COXAO MOLE KG;1 - KG;6318;PERECIVEIS 5
95170;CAR SU CONG FRIMESA FILE KG;1 - KG;3651;PERECIVEIS 5
95170;CAR SU CONG FRIMESA FILE KG;1 - KG;951700001;PERECIVEIS 5
103119;CAR SU CONG FRIMESA LOMBO PEDACO KG;1 - KG;4658;PERECIVEIS 5
88578;CAR SU CONG FRIMESA PERNIL FAT KG;1 - KG;3147;PERECIVEIS 5
88578;CAR SU CONG FRIMESA PERNIL FAT KG;1 - KG;885780001;PERECIVEIS 5
95171;CAR SU CONG FRIMESA PICANHA KG;1 - KG;3654;PERECIVEIS 5
95171;CAR SU CONG FRIMESA PICANHA KG;1 - KG;951710001;PERECIVEIS 5
1118420;CAR SU CONG GIRARDI COSTELA FRAC KG;1 - KG;7386;PERECIVEIS 5
13443;CAR SU CONG LARISSA COSTELA KG;1 - KG;1847;PERECIVEIS 6
63821;CAR SU CONG LARISSA PALETA CX KG;1 - KG;1066;PERECIVEIS 6
12336;CAR SU CONG LARISSA PALETA KG CRAY;1 - KG;1595;PERECIVEIS 6
12356;CAR SU CONG LARISSA PERNIL COR KG;1 - KG;1601;PERECIVEIS 6
11691;CAR SU CONG LARISSA PERNIL CRY KG;1 - KG;536;PERECIVEIS 6
1056915;CAR SU CONG LEBON CARRE KG;1 - KG;6155;PERECIVEIS 7
2543;CAR SU CONG LEBON COSTELA KG;1 - KG;3636;PERECIVEIS 6
80689;CAR SU CONG LEITAO A MODA PASARINHO KG;1 - KG;2920;PERECIVEIS 6
38025;CAR SU CONG LEITAO SEARA KG;1 - KG;9934;PERECIVEIS 6
1093731;CAR SU CONG LOMBO SADIA FAT KG;1 - KG;6919;PERECIVEIS 1
70223;CAR SU CONG MABELLA BISTECA CX KG;1 - KG;1715;PERECIVEIS 6
70222;CAR SU CONG MABELLA BISTECA KG;1 - KG;1714;PERECIVEIS 6
11626;CAR SU CONG MABELLA PERNIL KG;1 - KG;512;PERECIVEIS 6
1046268;CAR SU CONG MISTER PIG ALCATRA KG;1 - KG;5636;PERECIVEIS 5
1046290;CAR SU CONG MISTER PIG BISTECA KG;1 - KG;5641;PERECIVEIS 5
1046289;CAR SU CONG MISTER PIG COPA LOMBO KG;1 - KG;5640;PERECIVEIS 5
1046292;CAR SU CONG MISTER PIG COSTELA KG;1 - KG;5644;PERECIVEIS 5
1046224;CAR SU CONG MISTER PIG FILE MIGNON KG;1 - KG;5634;PERECIVEIS 5
1046227;CAR SU CONG MISTER PIG LOMBO KG;1 - KG;5638;PERECIVEIS 5
1093746;CAR SU CONG MISTER PIG PERNIL FAT KG;1 - KG;6928;PERECIVEIS 5
1046291;CAR SU CONG MISTER PIG PERNIL KG;1 - KG;5642;PERECIVEIS 5
1046288;CAR SU CONG MISTER PIG PICANHA KG;1 - KG;5639;PERECIVEIS 5
65634;CAR SU CONG MIUDO SARRABULHO KG;1 - KG;1431;PERECIVEIS 6
2892;CAR SU CONG NOBRE COSTELA;1 - KG;146;PERECIVEIS 6
64023;CAR SU CONG NOBRE COSTELA CX KG;1 - KG;1271;PERECIVEIS 6
63874;CAR SU CONG NOBRE LOMBO CX KG;1 - KG;1084;PERECIVEIS 6
2895;CAR SU CONG NOBRE LOMBO KG;1 - KG;2456;PERECIVEIS 1
2937;CAR SU CONG NOBRE PERNIL KG;1 - KG;2229;PERECIVEIS SAZONAL
2832;CAR SU CONG NOBRE PICANHA KG;1 - KG;3976;PERECIVEIS 6
1070724;CAR SU CONG NUTRIBRAS BISTECA KG;1 - KG;6652;PERECIVEIS 5
1070509;CAR SU CONG NUTRIBRAS CARRE KG;1 - KG;6641;PERECIVEIS 6
1070722;CAR SU CONG NUTRIBRAS COST TIRAS KG;1 - KG;6648;PERECIVEIS 5
1070723;CAR SU CONG NUTRIBRAS FILEZINHO KG;1 - KG;6650;PERECIVEIS 5
1070693;CAR SU CONG NUTRIBRAS LOMBO KG;1 - KG;6649;PERECIVEIS 5
11627;CAR SU CONG PALMALI PALETA KG;1 - KG;529;PERECIVEIS 6
1123704;CAR SU CONG PAMPLONA BISTECA FAT KG;1 - KG;7518;PERECIVEIS 7
37164;CAR SU CONG PAMPLONA BISTECA KG;1 - KG;4773;PERECIVEIS 7
37163;CAR SU CONG PAMPLONA COSTELA KG;1 - KG;4772;PERECIVEIS 7
64007;CAR SU CONG PAMPLONA PALETA CX KG;1 - KG;1251;PERECIVEIS 7
36325;CAR SU CONG PAMPLONA PERNIL KG;1 - KG;4737;PERECIVEIS 7
1093727;CAR SU CONG PAMPLONA PICANHA KG;1 - KG;6916;PERECIVEIS 7
1123711;CAR SU CONG PAMPLONA SOBREPALETA FAT KG;1 - KG;7519;PERECIVEIS 7
1093730;CAR SU CONG PAMPLONA SOBREPALETA KG;1 - KG;6917;PERECIVEIS 7
65632;CAR SU CONG PE KG;1 - KG;1429;PERECIVEIS 6
30909;CAR SU CONG PERDIGAO COSTELA KG;1 - KG;8778;PERECIVEIS 6
95398;CAR SU CONG PERDIGAO LOMBO KG S/TEM;1 - KG;3751;PERECIVEIS SAZONAL
95397;CAR SU CONG PERDIGAO PERNIL C/O KG;1 - KG;3744;PERECIVEIS SAZONAL
1109845;CAR SU CONG PERNIL PORCIONADO KG;1 - KG;7148;PERECIVEIS 3
1099765;CAR SU CONG PIF PAF BARRIGA KG;1 - KG;6856;PERECIVEIS 5
16846;CAR SU CONG PIF PAF BISTECA KG;1 - KG;5302;PERECIVEIS 6
79539;CAR SU CONG PIF PAF COSTELA GRILL KG;1 - KG;2859;PERECIVEIS 6
16845;CAR SU CONG PIF PAF COSTELA KG;1 - KG;5296;PERECIVEIS 6
1067833;CAR SU CONG PIF PAF FILE MIGNON KG;1 - KG;6515;PERECIVEIS 5
16848;CAR SU CONG PIF PAF PICANHA KG;1 - KG;5326;PERECIVEIS 6
74089;CAR SU CONG RE AURORA COSTELA CX;1 - KG;2300;PERECIVEIS 6
37743;CAR SU CONG RECH PERNIL SADIA KG;1 - KG;4829;PERECIVEIS SAZONAL
63926;CAR SU CONG REZENDE BISTECA CX KG;1 - KG;1154;PERECIVEIS 6
9195;CAR SU CONG REZENDE BISTECA KG;1 - KG;4389;PERECIVEIS 6
88571;CAR SU CONG REZENDE CARRE KG;1 - KG;3140;PERECIVEIS 6
88537;CAR SU CONG REZENDE COSTELA KG;1 - KG;3135;PERECIVEIS 6
71138;CAR SU CONG REZENDE FILE MIGNON KG;1 - KG;1838;PERECIVEIS 6
71166;CAR SU CONG REZENDE LOMBO KG;1 - KG;1841;PERECIVEIS 6
10249;CAR SU CONG RIO SUL LOMBO KG;1 - KG;4444;PERECIVEIS 6
20129;CAR SU CONG RIO SUL PERNIL KG;1 - KG;6293;PERECIVEIS 6
1093736;CAR SU CONG SADIA ALCATRA FAT KG;1 - KG;6918;PERECIVEIS 1
1111530;CAR SU CONG SADIA ALCATRA KG;1 - KG;11115300001;PERECIVEIS 1
1111530;CAR SU CONG SADIA ALCATRA KG;1 - KG;7200;PERECIVEIS 1
63896;CAR SU CONG SADIA BISTECA CX KG;1 - KG;1116;PERECIVEIS 6
3965;CAR SU CONG SADIA BISTECA KG;1 - KG;263;PERECIVEIS 1
92410;CAR SU CONG SADIA CARRE KG;1 - AM;3345;PERECIVEIS 6
92411;CAR SU CONG SADIA COSTELA KG;1 - KG;3347;PERECIVEIS 6
1111549;CAR SU CONG SADIA COXAO DURO KG;1 - KG;11115490001;PERECIVEIS 1
1111549;CAR SU CONG SADIA COXAO DURO KG;1 - KG;7211;PERECIVEIS 1
1111542;CAR SU CONG SADIA COXAO MOLE KG;1 - KG;11115420001;PERECIVEIS 1
1111542;CAR SU CONG SADIA COXAO MOLE KG;1 - KG;7209;PERECIVEIS 1
1093733;CAR SU CONG SADIA FILE MEDALHAO FAT KG;1 - KG;6920;PERECIVEIS 1
23430;CAR SU CONG SADIA KG LOMBO;1 - KG;7047;PERECIVEIS 1
1111571;CAR SU CONG SADIA PATINHO KG;1 - KG;11115710001;PERECIVEIS 1
1111571;CAR SU CONG SADIA PATINHO KG;1 - KG;7215;PERECIVEIS 1
63205;CAR SU CONG SADIA PERNIL CX KG;1 - KG;738;PERECIVEIS 6
3809;CAR SU CONG SADIA PERNIL KG;1 - KG;2973;PERECIVEIS 1
1111572;CAR SU CONG SADIA PICANHA KG;1 - KG;11115720001;PERECIVEIS 1
1111572;CAR SU CONG SADIA PICANHA KG;1 - KG;7216;PERECIVEIS 1
1111574;CAR SU CONG SADIA PONTA COSTELA KG;1 - KG;11115740001;PERECIVEIS 1
1111574;CAR SU CONG SADIA PONTA COSTELA KG;1 - KG;7213;PERECIVEIS 1
1111573;CAR SU CONG SADIA SOBREPALETA KG;1 - KG;11115730001;PERECIVEIS 1
1111573;CAR SU CONG SADIA SOBREPALETA KG;1 - KG;7212;PERECIVEIS 1
67815;CAR SU CONG SAUDALI COPA LOMBO KG;1 - KG;1506;PERECIVEIS 6
1067238;CAR SU CONG SAUDALI COSTELINHA KG;1 - KG;6498;PERECIVEIS 5
67816;CAR SU CONG SAUDALI FILE MIGNON KG;1 - KG;1507;PERECIVEIS 6
76423;CAR SU CONG SAUDALI LOMBO KG;1 - KG;2557;PERECIVEIS 6
63914;CAR SU CONG SEARA COSTELA CX KG;1 - KG;1143;PERECIVEIS 6
10841;CAR SU CONG SEARA COSTELA KG;1 - KG;108410001;PERECIVEIS 7
10841;CAR SU CONG SEARA COSTELA KG;1 - KG;4527;PERECIVEIS 7
10841;CAR SU CONG SEARA COSTELA KG;16 - CX;108410016;PERECIVEIS 7
1059957;CAR SU CONG SEARA COSTELETA KG;1 - KG;6239;PERECIVEIS 6
65569;CAR SU CONG SEARA LOMBO S/O KG;1 - KG;1422;PERECIVEIS 6
1003680;CAR SU CONG SEARA PERNIL C/O KG;1 - KG;4929;PERECIVEIS SAZONAL
1122534;CAR SU CONG SERRANA PALETA C/O HAC KG;1 - KG;7442;PERECIVEIS 1
1122656;CAR SU CONG SUINCO COSTELINHA 1KG;1 - UN;11226560001;PERECIVEIS 5
1122656;CAR SU CONG SUINCO COSTELINHA 1KG;15 - CX;11226560015;PERECIVEIS 5
1118657;CAR SU CONG SUINCO PERNIL C/O FRAC KG;1 - KG;7401;PERECIVEIS 1
1118655;CAR SU CONG SUINCO PERNIL C/O KG;1 - KG;7408;PERECIVEIS 1
1122420;CAR SU CONG SUINCO PERNIL S/O FRAC KG;1 - KG;7419;PERECIVEIS 1
1122422;CAR SU CONG SUINCO PERNIL S/O KG;1 - KG;7418;PERECIVEIS 1
63273;CAR SU CONG T AURORA PERNIL CX KG;1 - KG;820;PERECIVEIS SAZONAL
63278;CAR SU CONG T AURORA S PALETA RECH;1 - KG;831;PERECIVEIS 1
22369;CAR SU CONG T BATAVO LOMBO KG;1 - KG;6811;PERECIVEIS SAZONAL
71762;CAR SU CONG T BATAVO PICANHA CX KG;1 - KG;1882;PERECIVEIS SAZONAL
71761;CAR SU CONG T BATAVO PICANHA KG;1 - KG;1881;PERECIVEIS SAZONAL
1044250;CAR SU CONG T DALIA COSTELA C/P KG;1 - KG;5570;PERECIVEIS 6
1044249;CAR SU CONG T DALIA PICANHA KG;1 - KG;5563;PERECIVEIS 6
67817;CAR SU CONG T FRALDINHA KG;1 - KG;1508;PERECIVEIS 6
1061841;CAR SU CONG T FRIMESA ALCATRA KG;1 - KG;6307;PERECIVEIS 5
1061888;CAR SU CONG T FRIMESA COSTELA KG;1 - KG;6317;PERECIVEIS 5
1023187;CAR SU CONG T MARBA SOBREPALETA KG;1 - KG;5147;PERECIVEIS SAZONAL
63870;CAR SU CONG T NOBRE LOMBO CX KG;1 - KG;1079;PERECIVEIS SAZONAL
63748;CAR SU CONG T PAMPLON PERNIL S/O CX KG;1 - KG;1025;PERECIVEIS SAZONAL
1103065;CAR SU CONG T PAMPLONA ALCATRA KG;1 - KG;7091;PERECIVEIS 5
1103066;CAR SU CONG T PAMPLONA BISTECA KG;1 - KG;7093;PERECIVEIS 5
1103069;CAR SU CONG T PAMPLONA FILE MIGNON KG;1 - KG;7095;PERECIVEIS 5
1103072;CAR SU CONG T PAMPLONA JOELHO KG;1 - KG;7097;PERECIVEIS 5
1103075;CAR SU CONG T PAMPLONA LOMBO KG;1 - KG;7096;PERECIVEIS 5
1103090;CAR SU CONG T PAMPLONA PICANHA KG;1 - KG;7100;PERECIVEIS 5
1103092;CAR SU CONG T PAMPLONA SOBREPALETA KG;1 - KG;7099;PERECIVEIS 5
1034149;CAR SU CONG T PERDIGAO PERNIL KG;1 - KG;5446;PERECIVEIS 1
1067696;CAR SU CONG T PIF PAF ALCATRA KG.;1 - KG;6509;PERECIVEIS 5
16849;CAR SU CONG T PIF PAF LOMBO F KG;1 - KG;5333;PERECIVEIS 5
16850;CAR SU CONG T PIF PAF LOMBO KG;1 - KG;5340;PERECIVEIS 5
1067822;CAR SU CONG T PIF PAF LOMBO KG TA FACIL;1 - KG;10678220001;PERECIVEIS 5
1067822;CAR SU CONG T PIF PAF LOMBO KG TA FACIL;1 - KG;6513;PERECIVEIS 5
79597;CAR SU CONG T PIF PAF S/PALETA RECH;1 - KG;2888;PERECIVEIS 6
63279;CAR SU CONG T R AURORA CX PICANHA CX KG;1 - KG;832;PERECIVEIS 6
22009;CAR SU CONG T REZENDE PERNIL KG;1 - KG;6705;PERECIVEIS SAZONAL
63196;CAR SU CONG T SADIA LOMBO CX KG;1 - KG;726;PERECIVEIS SAZONAL
1013345;CAR SU CONG T SADIA LOMBO KG ASSA;1 - KG;4932;PERECIVEIS 6
1023285;CAR SU CONG T SADIA LOMBO KG FACIL;1 - KG;5151;PERECIVEIS SAZONAL
63201;CAR SU CONG T SADIA PERNIL CX KG;1 - KG;731;PERECIVEIS SAZONAL
37711;CAR SU CONG T SADIA PERNIL KG;1 - KG;4827;PERECIVEIS 1
1071301;CAR SU CONG T SADIA PERNIL KG SEMI DESOSS;1 - KG;6679;PERECIVEIS SAZONAL
63206;CAR SU CONG T SADIA PERNIL S/O CX;1 - KG;746;PERECIVEIS 1
37710;CAR SU CONG T SADIA PERNIL S/O KG;1 - KG;377100001;PERECIVEIS 1
37710;CAR SU CONG T SADIA PERNIL S/O KG;1 - KG;4826;PERECIVEIS 1
37710;CAR SU CONG T SADIA PERNIL S/O KG;11 - CX;377100011;PERECIVEIS 1
1067036;CAR SU CONG T SAUDALI LOMBO KG;1 - KG;6457;PERECIVEIS 5
1118795;CAR SU CONG T SAUDALI PERNIL KG;1 - KG;7413;PERECIVEIS 1
1067035;CAR SU CONG T SAUDALI PICANHA KG;1 - KG;6456;PERECIVEIS 5
95392;CAR SU CONG T SEARA PERNIL S/O ASS;1 - KG;3730;PERECIVEIS SAZONAL
63708;CAR SU CONG T SEARA PICANHA CX KG;1 - KG;961;PERECIVEIS SAZONAL
1124428;CAR SU CONG T SUINCO ALCATRA KG;1 - KG;7441;PERECIVEIS 6
1124429;CAR SU CONG T SUINCO BARRIGA KG;1 - KG;7438;PERECIVEIS 6
1122662;CAR SU CONG T SUINCO COSTELA KG;1 - KG;7444;PERECIVEIS 6
1124426;CAR SU CONG T SUINCO FILE MIGNON KG;1 - KG;7440;PERECIVEIS 6
1124430;CAR SU CONG T SUINCO FRALDINHA KG;1 - KG;7439;PERECIVEIS 6
1118662;CAR SU CONG T SUINCO PERNIL C/O KG;1 - KG;7409;PERECIVEIS 1
1122663;CAR SU CONG T SUINCO PICANHA KG;1 - KG;7437;PERECIVEIS 6
1124427;CAR SU CONG T SUINCO SOBREPALETA KG;1 - KG;7445;PERECIVEIS 6
95960;CAR SU CONG TEMP AURORA KG P FACIL LOMBO;1 - KG;3852;PERECIVEIS SAZONAL
63274;CAR SU CONG TEMP AURORA LOMBO CX KG;1 - KG;821;PERECIVEIS SAZONAL
